Mod:Item:MetaData, Localized Name
gregtech:frame_hsss:13, HSS-S Frame
gregtech:frame_hsss:14, HSS-S Frame
gregtech:frame_hsss:15, HSS-S Frame
gregtech:frame_tumbaga:0, Tumbaga Frame
gregtech:frame_tumbaga:1, Tumbaga Frame
gregtech:frame_tumbaga:2, Tumbaga Frame
gregtech:frame_tumbaga:3, Tumbaga Frame
gregtech:frame_tumbaga:4, Tumbaga Frame
gregtech:frame_tumbaga:5, Tumbaga Frame
gregtech:frame_tumbaga:6, Tumbaga Frame
gregtech:frame_tumbaga:7, Tumbaga Frame
gregtech:frame_tumbaga:8, Tumbaga Frame
gregtech:frame_tumbaga:9, Tumbaga Frame
gregtech:frame_tumbaga:10, Tumbaga Frame
gregtech:frame_tumbaga:11, Tumbaga Frame
gregtech:frame_tumbaga:12, Tumbaga Frame
gregtech:frame_tumbaga:13, Tumbaga Frame
gregtech:frame_tumbaga:14, Tumbaga Frame
gregtech:frame_tumbaga:15, Tumbaga Frame
gregtech:frame_lead:0, Lead Frame
gregtech:frame_lead:1, Lead Frame
gregtech:frame_lead:2, Lead Frame
gregtech:frame_lead:3, Lead Frame
gregtech:frame_lead:4, Lead Frame
gregtech:frame_lead:5, Lead Frame
gregtech:frame_lead:6, Lead Frame
gregtech:frame_lead:7, Lead Frame
gregtech:frame_lead:8, Lead Frame
gregtech:frame_lead:9, Lead Frame
gregtech:frame_lead:10, Lead Frame
gregtech:frame_lead:11, Lead Frame
gregtech:frame_lead:12, Lead Frame
gregtech:frame_lead:13, Lead Frame
gregtech:frame_lead:14, Lead Frame
gregtech:frame_lead:15, Lead Frame
gregtech:frame_titanium:0, Titanium Frame
gregtech:frame_titanium:1, Titanium Frame
gregtech:frame_titanium:2, Titanium Frame
gregtech:frame_titanium:3, Titanium Frame
gregtech:frame_titanium:4, Titanium Frame
gregtech:frame_titanium:5, Titanium Frame
gregtech:frame_titanium:6, Titanium Frame
gregtech:frame_titanium:7, Titanium Frame
gregtech:frame_titanium:8, Titanium Frame
gregtech:frame_titanium:9, Titanium Frame
gregtech:frame_titanium:10, Titanium Frame
gregtech:frame_titanium:11, Titanium Frame
gregtech:frame_titanium:12, Titanium Frame
gregtech:frame_titanium:13, Titanium Frame
gregtech:frame_titanium:14, Titanium Frame
gregtech:frame_titanium:15, Titanium Frame
gregtech:frame_hg_alloy:0, HG-1223 Frame
gregtech:frame_hg_alloy:1, HG-1223 Frame
gregtech:frame_hg_alloy:2, HG-1223 Frame
gregtech:frame_hg_alloy:3, HG-1223 Frame
gregtech:frame_hg_alloy:4, HG-1223 Frame
gregtech:frame_hg_alloy:5, HG-1223 Frame
gregtech:frame_hg_alloy:6, HG-1223 Frame
gregtech:frame_hg_alloy:7, HG-1223 Frame
gregtech:frame_hg_alloy:8, HG-1223 Frame
gregtech:frame_hg_alloy:9, HG-1223 Frame
gregtech:frame_hg_alloy:10, HG-1223 Frame
gregtech:frame_hg_alloy:11, HG-1223 Frame
gregtech:frame_hg_alloy:12, HG-1223 Frame
gregtech:frame_hg_alloy:13, HG-1223 Frame
gregtech:frame_hg_alloy:14, HG-1223 Frame
gregtech:frame_hg_alloy:15, HG-1223 Frame
gregtech:frame_grisium:0, Grisium Frame
gregtech:frame_grisium:1, Grisium Frame
gregtech:frame_grisium:2, Grisium Frame
gregtech:frame_grisium:3, Grisium Frame
gregtech:frame_grisium:4, Grisium Frame
gregtech:frame_grisium:5, Grisium Frame
gregtech:frame_grisium:6, Grisium Frame
gregtech:frame_grisium:7, Grisium Frame
gregtech:frame_grisium:8, Grisium Frame
gregtech:frame_grisium:9, Grisium Frame
gregtech:frame_grisium:10, Grisium Frame
gregtech:frame_grisium:11, Grisium Frame
gregtech:frame_grisium:12, Grisium Frame
gregtech:frame_grisium:13, Grisium Frame
gregtech:frame_grisium:14, Grisium Frame
gregtech:frame_grisium:15, Grisium Frame
gregtech:frame_invar:0, Invar Frame
gregtech:frame_invar:1, Invar Frame
gregtech:frame_invar:2, Invar Frame
gregtech:frame_invar:3, Invar Frame
gregtech:frame_invar:4, Invar Frame
gregtech:frame_invar:5, Invar Frame
gregtech:frame_invar:6, Invar Frame
gregtech:frame_invar:7, Invar Frame
gregtech:frame_invar:8, Invar Frame
gregtech:frame_invar:9, Invar Frame
gregtech:frame_invar:10, Invar Frame
gregtech:frame_invar:11, Invar Frame
gregtech:frame_invar:12, Invar Frame
gregtech:frame_invar:13, Invar Frame
gregtech:frame_invar:14, Invar Frame
gregtech:frame_invar:15, Invar Frame
gregtech:frame_incoloy_ma:0, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:1, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:2, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:3, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:4, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:5, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:6, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:7, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:8, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:9, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:10, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:11, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:12, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:13, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:14, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:15, Incoloy MA-956 Frame
gregtech:frame_talonite:0, Talonite Frame
gregtech:frame_talonite:1, Talonite Frame
gregtech:frame_talonite:2, Talonite Frame
gregtech:frame_talonite:3, Talonite Frame
gregtech:frame_talonite:4, Talonite Frame
gregtech:frame_talonite:5, Talonite Frame
gregtech:frame_talonite:6, Talonite Frame
gregtech:frame_talonite:7, Talonite Frame
gregtech:frame_talonite:8, Talonite Frame
gregtech:frame_talonite:9, Talonite Frame
gregtech:frame_talonite:10, Talonite Frame
gregtech:frame_talonite:11, Talonite Frame
gregtech:frame_talonite:12, Talonite Frame
gregtech:frame_talonite:13, Talonite Frame
gregtech:frame_talonite:14, Talonite Frame
gregtech:frame_talonite:15, Talonite Frame
gregtech:frame_stellite:0, Stellite Frame
gregtech:frame_stellite:1, Stellite Frame
gregtech:frame_stellite:2, Stellite Frame
gregtech:frame_stellite:3, Stellite Frame
gregtech:frame_stellite:4, Stellite Frame
gregtech:frame_stellite:5, Stellite Frame
gregtech:frame_stellite:6, Stellite Frame
gregtech:frame_stellite:7, Stellite Frame
gregtech:frame_stellite:8, Stellite Frame
gregtech:frame_stellite:9, Stellite Frame
gregtech:frame_stellite:10, Stellite Frame
gregtech:frame_stellite:11, Stellite Frame
gregtech:frame_stellite:12, Stellite Frame
gregtech:frame_stellite:13, Stellite Frame
gregtech:frame_stellite:14, Stellite Frame
gregtech:frame_stellite:15, Stellite Frame
gregtech:frame_aluminium:0, Aluminium Frame
gregtech:frame_aluminium:1, Aluminium Frame
gregtech:frame_aluminium:2, Aluminium Frame
gregtech:frame_aluminium:3, Aluminium Frame
gregtech:frame_aluminium:4, Aluminium Frame
gregtech:frame_aluminium:5, Aluminium Frame
gregtech:frame_aluminium:6, Aluminium Frame
gregtech:frame_aluminium:7, Aluminium Frame
gregtech:frame_aluminium:8, Aluminium Frame
gregtech:frame_aluminium:9, Aluminium Frame
gregtech:frame_aluminium:10, Aluminium Frame
gregtech:frame_aluminium:11, Aluminium Frame
gregtech:frame_aluminium:12, Aluminium Frame
gregtech:frame_aluminium:13, Aluminium Frame
gregtech:frame_aluminium:14, Aluminium Frame
gregtech:frame_aluminium:15, Aluminium Frame
gregtech:frame_blue_steel:0, Blue Steel Frame
gregtech:frame_blue_steel:1, Blue Steel Frame
gregtech:frame_blue_steel:2, Blue Steel Frame
gregtech:frame_blue_steel:3, Blue Steel Frame
gregtech:frame_blue_steel:4, Blue Steel Frame
gregtech:frame_blue_steel:5, Blue Steel Frame
gregtech:frame_blue_steel:6, Blue Steel Frame
gregtech:frame_blue_steel:7, Blue Steel Frame
gregtech:frame_blue_steel:8, Blue Steel Frame
gregtech:frame_blue_steel:9, Blue Steel Frame
gregtech:frame_blue_steel:10, Blue Steel Frame
gregtech:frame_blue_steel:11, Blue Steel Frame
gregtech:frame_blue_steel:12, Blue Steel Frame
gregtech:frame_blue_steel:13, Blue Steel Frame
gregtech:frame_blue_steel:14, Blue Steel Frame
gregtech:frame_blue_steel:15, Blue Steel Frame
gregtech:frame_zirconium_carbide:0, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:1, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:2, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:3, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:4, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:5, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:6, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:7, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:8, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:9, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:10, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:11, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:12, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:13, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:14, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:15, Zirconium Carbide Frame
gtadditions:comb:0, Lignite Comb
gtadditions:comb:1, Coal Comb
gtadditions:comb:2, Sticky Comb
gtadditions:comb:3, Oil Comb
gtadditions:comb:4, Stone Comb
gtadditions:comb:5, Certus Comb
gtadditions:comb:6, Redstone Comb
gtadditions:comb:7, Lapis Comb
gtadditions:comb:8, Ruby Comb
gtadditions:comb:9, Sapphire Comb
gtadditions:comb:10, Diamond Comb
gtadditions:comb:11, Olivine Comb
gtadditions:comb:12, Emerald Comb
gtadditions:comb:13, Slag Comb
gtadditions:comb:14, Coppon Comb
gtadditions:comb:15, Tine Comb
gtadditions:comb:16, Plumbia Comb
gtadditions:comb:17, Ferru Comb
gtadditions:comb:18, Steeldust Comb
gtadditions:comb:19, Nickeldust Comb
gtadditions:comb:20, Galvania Comb
gtadditions:comb:21, Argentia Comb
gtadditions:comb:22, Aurelia Comb
gtadditions:comb:23, Bauxia Comb
gtadditions:comb:24, Pyrolusium Comb
gtadditions:comb:25, Titanium Comb
gtadditions:comb:26, Chromium Comb
gtadditions:comb:27, Scheelinium Comb
gtadditions:comb:28, Platina Comb
gtadditions:comb:29, Quantaria Comb
gtadditions:comb:30, Urania Comb
gtadditions:comb:31, Plutonium Comb
gtadditions:comb:32, Stargatium Comb
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:item_filter, Item Filter
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
simple_trophies:trophy, Trophy
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
